valueDate,notes,organization,email,clientName,amount,currency
30-Nov-21,Job Done,Ever Technologies LTD,Merilee@ever.co,CO,289,USD
05-Nov-21,Job Done,Ever Technologies LTD,Haley@ever.co,PL,500,USD
05-Dec-21,Job Done,Ever Technologies LTD,Alvan@ever.co,RU,572,USD
15-Nov-21,Job Done,Ever Technologies LTD,Gareth@ever.co,JP,148,USD
25-Oct-21,Job Done,Ever Technologies LTD,Coleen@ever.co,CA,634,USD
08-Dec-21,Job Done,Ever Technologies LTD,Nevsa@ever.co,PL,747,USD
23-Nov-21,Job Done,Ever Technologies LTD,Dominic@ever.co,UA,306,USD
10-Oct-21,Job Done,Ever Technologies LTD,Urbain@ever.co,CL,103,USD
01-Jan-22,Job Done,Ever Technologies LTD,Edeline@ever.co,PK,234,USD
02-Nov-21,Job Done,Ever Technologies LTD,Torey@ever.co,CN,107,USD
08-Jan-22,Job Done,Ever Technologies LTD,Marcel@ever.co,SY,586,USD
26-Dec-21,Job Done,Ever Technologies LTD,Veronica@ever.co,PT,881,USD
03-Jan-22,Job Done,Ever Technologies LTD,Amaleta@ever.co,MA,664,USD
25-Nov-21,Job Done,Ever Technologies LTD,Mufinella@ever.co,FR,714,USD
26-Nov-21,Job Done,Ever Technologies LTD,Florette@ever.co,SY,333,USD
13-Nov-21,Job Done,Ever Technologies LTD,Taffy@ever.co,RU,362,USD
24-Jan-22,Job Done,Ever Technologies LTD,Kim@ever.co,NL,874,USD
17-Dec-21,Job Done,Ever Technologies LTD,Ethelyn@ever.co,UA,774,USD
24-Jan-22,Job Done,Ever Technologies LTD,Carry@ever.co,US,568,USD
15-Oct-21,Job Done,Ever Technologies LTD,Willi@ever.co,AM,211,USD
05-Oct-21,Job Done,Ever Technologies LTD,Cheri@ever.co,PE,920,USD
09-Oct-21,Job Done,Ever Technologies LTD,Alvin@ever.co,RU,931,USD
